Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Weather_Condition,Weather_Condition
54.0,93.0,29.61,9.0,5,5
66.0,100.0,29.82,10.0,9,9
71.0,44.0,29.28,10.0,51,51
56.0,71.0,29.6,10.0,9,9
83.0,63.0,29.16,10.0,51,51
72.0,78.0,30.12,10.0,51,51
35.0,34.0,29.71,10.0,51,51
74.0,64.0,30.0,10.0,9,9
53.0,40.0,25.54,10.0,51,51
12.9,67.0,30.3,10.0,54,54
74.0,85.0,29.9,10.0,9,9
64.0,67.0,29.86,10.0,84,84
79.0,84.0,30.03,10.0,9,9
89.1,61.0,29.81,10.0,64,64
37.0,79.0,28.78,10.0,9,9
82.0,42.0,30.16,10.0,4,4
64.0,33.0,29.91,10.0,9,9
68.0,68.0,30.04,10.0,56,56
80.6,32.0,29.96,10.0,4,4
32.0,52.0,30.25,10.0,5,5
86.0,31.0,29.82,10.0,9,9
91.0,53.0,30.08,10.0,51,51
80.6,37.0,29.82,40.0,4,4
29.0,78.0,29.5,3.0,44,44
80.6,74.0,30.1,10.0,4,4
32.0,80.0,30.18,10.0,4,4
85.0,59.0,30.0,10.0,9,9
40.0,83.0,29.7,10.0,51,51
64.4,94.0,29.86,1.8,59,59
50.0,86.0,30.14,2.0,11,11
28.0,93.0,28.61,4.0,44,44
75.0,82.0,29.43,10.0,51,51
43.0,70.0,27.87,10.0,9,9
25.0,86.0,28.49,6.0,17,17
28.0,88.0,29.42,3.0,86,86
5.0,80.0,30.43,10.0,4,4
57.0,69.0,29.99,10.0,5,5
26.6,93.0,30.28,0.5,71,71
73.0,100.0,29.88,10.0,54,54
73.0,21.0,27.44,10.0,9,9
53.1,93.0,30.16,6.0,4,4
60.0,62.0,29.95,6.0,17,17
23.0,65.0,29.27,4.0,45,45
60.8,100.0,30.13,1.5,59,59
83.0,82.0,29.33,10.0,78,78
77.0,69.0,29.63,10.0,9,9
55.4,88.0,30.07,8.0,4,4
61.0,54.0,30.0,10.0,51,51
78.0,62.0,29.52,10.0,51,51
72.0,94.0,29.85,10.0,5,5
82.0,11.0,30.18,10.0,4,4
65.0,90.0,29.51,10.0,5,5
55.4,94.0,30.03,7.0,37,37
45.0,34.0,30.44,10.0,9,9
64.9,81.0,30.1,10.0,4,4
45.0,71.0,30.01,10.0,5,5
49.0,93.0,29.09,10.0,5,5
58.0,49.0,29.46,10.0,56,56
64.9,87.0,29.99,5.0,54,54
70.0,57.0,30.06,10.0,54,54
57.0,96.0,30.12,4.0,4,4
26.1,75.0,30.19,10.0,51,51
68.0,10.0,29.22,10.0,9,9
10.0,67.0,23.34,10.0,9,9
61.0,35.0,29.81,10.0,56,56
72.0,78.0,30.08,10.0,5,5
69.0,75.0,29.97,10.0,5,5
92.0,42.0,27.12,10.0,9,9
89.1,48.0,29.72,10.0,4,4
72.1,79.0,30.05,10.0,4,4
42.0,96.0,30.28,0.75,11,11
50.0,35.0,29.31,10.0,9,9
71.1,75.0,30.2,10.0,54,54
46.4,47.0,30.22,10.0,4,4
55.0,72.0,30.22,10.0,9,9
69.0,93.0,29.2,9.0,37,37
86.0,67.0,29.92,10.0,9,9
46.0,68.0,29.58,10.0,64,64
57.0,93.0,29.85,3.0,59,59
51.0,77.0,29.42,10.0,5,5
63.0,100.0,29.83,1.0,11,11
93.0,52.0,29.79,10.0,51,51
78.0,68.0,29.89,10.0,52,52
73.0,93.0,30.03,6.0,54,54
46.0,93.0,28.9,2.0,20,20
55.0,93.0,29.99,9.0,37,37
39.9,40.0,30.43,10.0,4,4
63.0,43.0,29.85,10.0,51,51
44.1,93.0,30.31,10.0,65,65
6.1,60.0,30.32,7.0,64,64
73.0,93.0,30.06,10.0,4,4
56.0,91.0,29.63,10.0,5,5
66.0,63.0,30.15,10.0,51,51
26.4,89.0,30.13,1.5,44,44
77.0,90.0,29.78,10.0,37,37
87.0,63.0,29.93,10.0,56,56
82.0,33.0,30.0,10.0,56,56
82.0,49.0,29.26,10.0,9,9
62.0,84.0,30.15,10.0,9,9
78.0,87.0,29.48,6.0,37,37
75.0,53.0,29.84,10.0,9,9
53.0,89.0,30.09,7.0,37,37
67.0,97.0,29.35,10.0,5,5
64.0,65.0,27.71,10.0,5,5
63.0,55.0,28.87,10.0,9,9
32.0,100.0,28.67,0.75,71,71
76.0,64.0,28.7,10.0,51,51
50.0,57.0,29.75,10.0,4,4
87.1,61.0,29.97,10.0,51,51
54.0,44.0,29.56,10.0,9,9
57.0,77.0,29.62,8.0,9,9
86.0,51.0,29.83,10.0,9,9
67.0,37.0,29.94,10.0,10,10
50.0,93.0,29.87,10.0,51,51
27.0,56.0,30.26,10.0,51,51
66.0,38.0,29.9,10.0,9,9
71.0,90.0,29.93,2.0,42,42
67.0,79.0,30.13,10.0,51,51
34.0,92.0,28.49,10.0,9,9
46.4,100.0,30.05,10.0,4,4
79.0,50.0,30.07,10.0,51,51
48.0,76.0,30.41,10.0,9,9
91.9,8.0,29.95,10.0,56,56
67.0,45.0,29.34,10.0,9,9
65.0,100.0,30.06,5.0,9,9
51.0,86.0,30.18,10.0,9,9
56.0,87.0,28.75,10.0,5,5
32.0,42.0,30.32,10.0,54,54
48.0,86.0,30.12,3.0,59,59
39.0,65.0,29.42,10.0,9,9
54.0,47.0,29.5,10.0,9,9
69.8,94.0,30.04,5.0,4,4
63.0,29.0,29.58,10.0,9,9
84.0,55.0,29.57,10.0,9,9
84.0,19.0,29.88,10.0,4,4
36.0,86.0,29.1,10.0,37,37
43.0,82.0,30.27,10.0,9,9
87.0,49.0,29.92,10.0,56,56
53.1,96.0,30.3,10.0,64,64
65.0,50.0,30.1,10.0,9,9
62.1,60.0,30.06,10.0,4,4
66.0,34.0,29.98,10.0,9,9
64.9,65.0,29.97,10.0,51,51
70.0,100.0,30.04,10.0,49,49
66.0,75.0,30.13,10.0,9,9
53.0,89.0,29.35,1.0,29,29
43.0,86.0,30.22,10.0,4,4
59.0,93.0,30.08,10.0,37,37
71.0,39.0,29.93,10.0,56,56
41.0,96.0,29.72,7.0,9,9
66.0,78.0,29.92,10.0,4,4
64.0,67.0,29.91,10.0,5,5
75.0,79.0,30.1,10.0,37,37
59.0,77.0,29.98,10.0,54,54
64.0,96.0,29.78,9.0,9,9
36.3,78.0,29.89,10.0,54,54
53.0,89.0,29.43,1.0,11,11
81.0,16.0,29.09,10.0,9,9
46.0,68.0,30.06,10.0,9,9
78.0,35.0,29.67,10.0,9,9
54.0,57.0,29.71,10.0,51,51
79.0,69.0,29.17,10.0,37,37
63.0,17.0,30.04,10.0,9,9
52.0,63.0,29.38,10.0,9,9
75.9,14.0,29.74,10.0,51,51
18.0,74.0,29.1,10.0,5,5
60.1,57.0,29.45,10.0,54,54
90.0,50.0,30.06,10.0,51,51
28.9,33.0,30.15,10.0,4,4
47.0,80.0,29.01,10.0,38,38
62.1,80.0,30.21,10.0,54,54
77.0,47.0,30.14,10.0,4,4
65.0,61.0,30.06,10.0,9,9
75.0,48.0,29.9,10.0,9,9
75.9,24.0,29.92,10.0,64,64
74.0,34.0,29.57,10.0,9,9
60.0,80.0,29.83,10.0,56,56
78.1,25.0,30.06,10.0,4,4
77.0,21.0,29.03,10.0,84,84
77.0,79.0,29.65,10.0,51,51
49.0,69.0,29.82,10.0,9,9
77.0,94.0,29.08,10.0,5,5
66.9,61.0,30.05,10.0,4,4
101.0,26.0,29.16,10.0,9,9
61.0,70.0,29.81,10.0,51,51
64.9,52.0,30.04,10.0,64,64
37.0,59.0,29.98,10.0,9,9
27.0,89.0,30.4,6.0,4,4
64.0,100.0,30.21,1.0,11,11
73.0,79.0,29.66,10.0,54,54
91.0,42.0,29.84,10.0,4,4
64.0,88.0,29.73,2.0,11,11
46.9,61.0,29.92,10.0,54,54
96.0,6.0,25.75,9.0,9,9
22.8,45.0,29.61,10.0,54,54
77.0,64.0,30.05,10.0,56,56
82.0,58.0,29.98,10.0,56,56
75.0,21.0,29.3,10.0,56,56
28.0,74.0,24.68,10.0,5,5
82.0,90.0,29.97,10.0,9,9
62.0,65.0,29.08,10.0,9,9
103.0,27.0,29.13,10.0,9,9
76.0,79.0,29.83,10.0,9,9
72.0,91.0,29.83,8.0,56,56
62.6,52.0,30.25,9.0,4,4
66.2,46.0,30.13,10.0,4,4
105.0,10.0,29.4,6.0,17,17
53.1,100.0,29.94,3.0,54,54
26.1,78.0,29.8,3.0,44,44
45.0,80.0,30.08,9.0,37,37
62.0,80.0,29.77,10.0,56,56
40.0,68.0,29.36,10.0,51,51
66.0,100.0,29.66,7.0,76,76
52.9,28.0,30.17,10.0,4,4
52.0,89.0,29.56,3.0,5,5
53.0,77.0,29.82,10.0,5,5
68.0,88.0,29.11,10.0,9,9
58.0,72.0,30.03,10.0,5,5
64.0,90.0,29.3,10.0,78,78
50.0,39.0,29.99,10.0,51,51
89.1,9.0,29.86,10.0,4,4
61.0,67.0,29.85,10.0,51,51
49.0,93.0,29.75,3.0,59,59
55.0,33.0,29.45,13.0,51,51
68.0,11.0,28.45,10.0,9,9
54.0,90.0,29.64,3.0,37,37
67.0,76.0,29.88,10.0,9,9
52.0,66.0,29.04,10.0,9,9
43.0,35.0,29.64,10.0,9,9
52.0,68.0,23.42,10.0,10,10
70.0,88.0,29.09,7.0,37,37
40.0,93.0,29.37,4.0,37,37
23.0,65.0,30.15,10.0,4,4
58.0,72.0,28.82,10.0,9,9
75.0,94.0,29.84,10.0,51,51
80.1,81.0,30.07,10.0,4,4
82.0,58.0,29.38,10.0,9,9
58.0,62.0,30.27,10.0,9,9
24.0,65.0,29.54,10.0,9,9
63.0,67.0,29.41,10.0,9,9
30.0,75.0,28.9,10.0,5,5
50.0,82.0,28.65,10.0,9,9
82.0,65.0,29.94,10.0,9,9
66.0,90.0,29.06,2.0,59,59
68.0,42.0,30.23,10.0,4,4
41.0,88.0,29.97,10.0,5,5
84.0,37.0,30.05,10.0,51,51
40.0,45.0,29.98,10.0,9,9
30.0,85.0,28.69,1.0,44,44
81.0,16.0,29.86,10.0,56,56
75.9,45.0,30.23,10.0,4,4
60.0,31.0,29.38,10.0,9,9
35.0,61.0,25.62,10.0,51,51
89.0,57.0,30.05,10.0,78,78
30.0,100.0,29.94,10.0,9,9
52.0,54.0,29.08,10.0,9,9
53.0,66.0,29.2,10.0,51,51
33.8,100.0,30.16,10.0,4,4
50.0,94.0,29.96,10.0,56,56
86.0,79.0,29.97,10.0,64,64
61.0,75.0,29.97,10.0,9,9
45.0,39.0,29.34,10.0,9,9
31.0,85.0,26.09,0.5,71,71
40.0,86.0,29.88,10.0,37,37
89.0,52.0,29.62,10.0,9,9
88.0,22.0,29.82,10.0,51,51
80.0,39.0,29.12,10.0,56,56
64.0,67.0,29.86,10.0,84,84
66.0,52.0,29.96,10.0,51,51
41.0,76.0,29.98,10.0,5,5
66.0,90.0,29.56,2.0,24,24
50.0,89.0,30.17,10.0,51,51
66.0,73.0,29.46,10.0,51,51
62.0,80.0,29.6,2.0,17,17
77.0,66.0,30.09,10.0,64,64
81.0,72.0,29.62,10.0,80,80
81.0,21.0,29.35,10.0,9,9
70.0,90.0,29.17,10.0,9,9
72.0,60.0,29.1,10.0,9,9
81.0,82.0,30.09,10.0,64,64
86.0,67.0,30.01,10.0,81,81
51.0,31.0,28.96,10.0,10,10
64.0,63.0,29.91,10.0,9,9
79.0,94.0,30.0,5.0,56,56
53.1,69.0,30.01,10.0,4,4
49.0,26.0,30.1,10.0,9,9
71.0,100.0,29.01,10.0,51,51
94.0,47.0,28.58,10.0,9,9
68.0,68.0,29.88,8.0,9,9
88.0,61.0,30.1,10.0,81,81
81.0,20.0,28.89,10.0,9,9
82.0,71.0,30.11,10.0,9,9
68.0,76.0,29.8,10.0,9,9
90.0,40.0,29.39,10.0,9,9
71.6,88.0,29.98,10.0,54,54
82.0,30.0,30.04,10.0,9,9
89.6,11.0,29.89,10.0,4,4
74.0,84.0,29.96,10.0,9,9
64.0,67.0,29.86,10.0,84,84
70.0,97.0,29.28,10.0,51,51
83.0,51.0,29.95,10.0,9,9
55.9,30.0,30.21,10.0,4,4
46.0,46.0,30.16,10.0,9,9
59.0,100.0,29.86,2.0,11,11
40.0,83.0,29.18,10.0,9,9
55.0,88.0,28.73,10.0,5,5
32.0,100.0,30.48,0.2,11,11
71.0,36.0,29.05,10.0,9,9
45.0,93.0,29.92,0.0,11,11
53.0,35.0,30.08,10.0,9,9
75.0,94.0,30.19,1.8,20,20
66.9,70.0,29.86,10.0,4,4
70.0,14.0,29.22,10.0,56,56
36.0,30.0,24.38,10.0,9,9
56.0,75.0,30.15,10.0,51,51
71.0,96.0,30.04,2.0,11,11
65.0,84.0,28.99,4.0,17,17
52.0,54.0,30.17,10.0,54,54
84.0,44.0,29.26,10.0,9,9
89.0,53.0,30.03,10.0,9,9
69.1,47.0,30.09,10.0,51,51
65.0,87.0,30.04,10.0,5,5
51.0,41.0,28.91,10.0,9,9
27.0,86.0,28.53,1.0,44,44
53.0,96.0,29.24,2.0,37,37
86.0,55.0,29.84,10.0,56,56
85.1,55.0,29.95,10.0,4,4
65.0,93.0,28.55,10.0,38,38
74.0,93.0,29.72,10.0,9,9
75.0,50.0,29.96,10.0,9,9
48.0,89.0,29.56,10.0,9,9
33.0,72.0,29.19,10.0,5,5
48.0,74.0,30.2,10.0,51,51
81.0,77.0,29.99,10.0,51,51
74.0,27.0,29.94,10.0,9,9
76.0,97.0,29.83,10.0,37,37
32.0,96.0,29.9,1.5,44,44
78.8,64.0,29.87,10.0,4,4
73.4,69.0,29.84,10.0,4,4
80.1,71.0,30.16,10.0,4,4
26.0,60.0,25.35,10.0,5,5
37.9,89.0,30.25,10.0,54,54
84.0,55.0,28.91,10.0,9,9
19.0,93.0,28.62,2.0,44,44
64.0,67.0,29.86,10.0,84,84
82.0,35.0,30.04,10.0,9,9
66.0,59.0,29.1,10.0,56,56
60.0,78.0,30.18,10.0,5,5
13.0,67.0,28.9,10.0,5,5
33.0,96.0,28.75,1.0,44,44
73.9,48.0,30.03,10.0,4,4
57.0,49.0,29.39,10.0,51,51
30.0,92.0,25.11,8.0,44,44
-6.0,74.0,29.01,4.0,17,17
64.0,67.0,29.86,10.0,84,84
53.6,88.0,30.08,10.0,4,4
75.0,48.0,29.22,10.0,9,9
67.0,73.0,30.0,10.0,5,5
72.0,46.0,29.9,10.0,9,9
84.0,58.0,30.12,10.0,51,51
81.0,65.0,29.55,8.0,51,51
73.4,83.0,29.92,10.0,54,54
72.0,46.0,29.47,10.0,9,9
80.0,71.0,30.0,10.0,56,56
44.1,93.0,29.72,2.0,37,37
59.0,94.0,29.7,7.0,5,5
76.0,94.0,29.89,6.0,5,5
45.0,76.0,28.4,10.0,9,9
65.0,84.0,29.3,10.0,9,9
27.9,71.0,30.51,10.0,4,4
80.0,85.0,29.89,5.0,59,59
75.0,15.0,29.93,10.0,9,9
53.0,93.0,29.21,3.0,59,59
63.0,87.0,28.7,6.0,37,37
35.0,52.0,29.74,10.0,9,9
85.0,36.0,29.05,9.0,9,9
64.0,90.0,30.01,10.0,4,4
9.0,77.0,29.77,10.0,9,9
64.4,94.0,30.15,10.0,51,51
69.0,35.0,29.43,10.0,51,51
10.9,84.0,30.33,0.8,44,44
86.0,36.0,29.85,10.0,4,4
40.0,89.0,29.39,10.0,5,5
32.0,64.0,29.49,10.0,9,9
87.8,27.0,29.77,10.0,4,4
63.0,93.0,30.03,10.0,4,4
77.0,83.0,30.19,10.0,51,51
73.0,67.0,27.56,10.0,9,9
59.0,64.0,30.26,10.0,51,51
23.0,55.0,28.98,10.0,9,9
78.0,76.0,30.2,10.0,5,5
43.0,82.0,28.66,10.0,37,37
75.9,97.0,30.09,10.0,4,4
74.0,98.0,29.37,10.0,9,9
75.0,24.0,30.01,10.0,56,56
69.0,39.0,29.99,10.0,9,9
23.7,72.0,30.07,10.0,4,4
59.0,12.0,30.15,10.0,4,4
48.9,41.0,29.98,10.0,4,4
70.0,35.0,29.87,10.0,9,9
54.0,55.0,30.28,10.0,5,5
64.0,54.0,30.21,10.0,4,4
32.5,90.0,30.41,7.0,44,44
60.0,83.0,29.73,10.0,5,5
61.0,64.0,29.95,10.0,4,4
42.0,78.0,28.99,10.0,51,51
36.0,73.0,29.25,10.0,9,9
96.0,7.0,25.7,10.0,9,9
23.0,53.0,30.32,10.0,56,56
63.0,72.0,29.89,10.0,9,9
19.0,74.0,29.63,10.0,9,9
81.0,28.0,25.64,10.0,51,51
41.0,49.0,29.63,10.0,9,9
72.0,73.0,29.2,10.0,5,5
46.0,63.0,29.0,10.0,51,51
49.0,86.0,28.49,10.0,56,56
76.0,94.0,29.85,8.0,42,42
48.9,80.0,30.01,10.0,4,4
59.0,90.0,29.81,10.0,37,37
53.0,55.0,30.36,10.0,51,51
79.0,47.0,29.69,10.0,9,9
69.0,61.0,28.46,10.0,51,51
70.0,78.0,29.64,10.0,51,51
74.0,68.0,30.03,10.0,5,5
79.0,74.0,29.05,6.0,69,69
53.6,38.0,30.05,10.0,4,4
49.0,100.0,29.24,10.0,56,56
30.0,100.0,24.07,1.0,71,71
53.0,37.0,29.54,10.0,9,9
72.1,46.0,29.96,10.0,4,4
28.0,92.0,28.61,10.0,51,51
78.0,85.0,29.4,10.0,9,9
93.0,18.0,29.51,10.0,51,51
64.0,67.0,29.86,10.0,84,84
82.4,58.0,30.1,10.0,64,64
79.0,52.0,30.09,10.0,51,51
68.0,47.0,29.81,10.0,56,56
66.0,88.0,28.45,10.0,29,29
90.0,26.0,29.85,10.0,4,4
54.0,28.0,29.96,10.0,56,56
64.0,67.0,29.86,10.0,84,84
73.0,93.0,29.93,0.25,11,11
54.0,62.0,28.78,10.0,56,56
74.0,23.0,24.18,10.0,9,9
73.0,93.0,29.93,9.0,37,37
59.0,55.0,30.16,10.0,9,9
45.0,82.0,29.84,10.0,5,5
39.0,65.0,29.72,10.0,51,51
59.0,48.0,29.55,10.0,9,9
53.0,35.0,29.86,10.0,56,56
37.9,86.0,30.09,10.0,54,54
48.0,44.0,29.16,10.0,5,5
25.0,74.0,29.09,10.0,5,5
42.0,38.0,29.74,10.0,51,51
52.0,94.0,29.78,0.88,11,11
48.0,61.0,30.16,10.0,9,9
82.0,74.0,29.89,10.0,56,56
73.0,94.0,29.81,9.0,5,5
64.0,52.0,29.54,10.0,56,56
72.0,38.0,29.9,10.0,9,9
61.0,97.0,29.74,8.0,54,54
23.0,100.0,24.34,10.0,5,5
32.0,79.0,29.71,6.0,17,17
56.0,64.0,29.86,10.0,51,51
70.0,71.0,29.9,10.0,9,9
83.0,60.0,30.08,10.0,56,56
80.6,74.0,30.03,10.0,56,56
57.2,36.0,30.32,13.0,56,56
73.4,83.0,30.06,10.0,4,4
66.0,56.0,29.89,10.0,56,56
62.0,67.0,28.73,10.0,38,38
58.0,93.0,30.08,10.0,5,5
48.0,100.0,28.67,0.0,11,11
87.1,63.0,29.95,10.0,4,4
55.9,27.0,29.65,10.0,51,51
45.0,100.0,30.17,5.0,56,56
86.0,51.0,28.82,10.0,51,51
57.0,16.0,29.85,10.0,9,9
64.0,25.0,28.99,10.0,9,9
49.0,77.0,29.68,10.0,9,9
32.0,96.0,29.88,2.5,33,33
60.1,72.0,30.18,10.0,64,64
69.0,90.0,29.5,10.0,9,9
84.0,69.0,29.95,10.0,56,56
54.0,59.0,29.04,10.0,51,51
77.0,74.0,30.05,10.0,5,5
60.0,95.0,29.43,9.0,51,51
77.0,84.0,29.54,10.0,5,5
55.0,46.0,30.3,10.0,9,9
72.0,35.0,25.54,9.0,51,51
64.0,67.0,29.86,10.0,84,84
84.0,58.0,30.04,10.0,9,9
60.0,57.0,30.09,10.0,9,9
37.4,60.0,30.29,10.0,51,51
74.0,68.0,29.17,10.0,56,56
75.0,31.0,28.83,10.0,9,9
91.0,26.0,28.73,7.0,9,9
59.0,46.0,30.25,10.0,9,9
54.0,46.0,26.96,10.0,9,9
80.1,62.0,29.86,10.0,4,4
58.0,65.0,28.7,10.0,5,5
67.0,79.0,30.04,10.0,51,51
51.1,59.0,30.43,10.0,4,4
76.0,64.0,29.87,8.0,9,9
88.0,55.0,30.17,10.0,51,51
29.0,68.0,29.48,10.0,5,5
73.0,36.0,29.31,10.0,9,9
35.0,67.0,29.93,10.0,9,9
66.0,68.0,30.05,10.0,51,51
79.0,89.0,29.96,10.0,56,56
73.0,90.0,29.82,10.0,51,51
62.0,78.0,30.02,10.0,37,37
94.0,26.0,29.68,10.0,9,9
53.0,47.0,25.47,10.0,9,9
57.0,81.0,29.47,10.0,9,9
69.0,44.0,30.0,10.0,9,9
43.0,86.0,30.21,10.0,51,51
56.0,62.0,28.62,10.0,52,52
70.0,78.0,28.36,3.0,5,5
74.0,79.0,30.06,10.0,9,9
25.0,75.0,29.34,2.0,44,44
66.0,65.0,30.2,10.0,56,56
91.0,28.0,29.79,9.0,4,4
80.0,56.0,29.15,10.0,56,56
67.0,20.0,29.89,10.0,9,9
13.0,67.0,29.39,10.0,9,9
43.0,63.0,29.73,10.0,9,9
61.0,42.0,29.7,10.0,9,9
65.0,93.0,30.29,10.0,5,5
68.0,21.0,29.37,10.0,9,9
60.1,64.0,29.95,10.0,51,51
30.7,100.0,29.92,3.0,54,54
90.9,33.0,29.87,10.0,4,4
73.0,93.0,29.94,10.0,82,82
77.0,100.0,29.78,10.0,9,9
45.0,71.0,30.55,10.0,56,56
78.0,32.0,29.46,10.0,9,9
66.0,65.0,29.59,10.0,9,9
57.9,97.0,30.12,2.5,37,37
71.0,53.0,29.7,10.0,9,9
81.0,32.0,29.3,10.0,9,9
64.0,67.0,29.86,10.0,84,84
91.4,46.0,29.99,12.0,56,56
74.0,97.0,30.02,10.0,9,9
87.0,59.0,29.51,10.0,56,56
60.1,57.0,29.78,10.0,4,4
62.0,67.0,29.92,9.0,56,56
59.0,72.0,29.75,10.0,5,5
93.0,23.0,28.68,6.0,17,17
82.0,60.0,29.13,10.0,5,5
90.0,59.0,29.98,10.0,81,81
51.0,48.0,28.96,10.0,9,9
61.0,67.0,30.16,7.0,56,56
41.0,65.0,29.91,10.0,9,9
44.0,68.0,29.15,10.0,9,9
61.0,83.0,29.45,10.0,37,37
79.0,79.0,30.12,9.0,51,51
18.0,52.0,30.23,10.0,56,56
37.0,82.0,29.21,10.0,9,9
55.4,88.0,29.45,7.0,54,54
81.0,67.0,30.09,10.0,9,9
50.0,59.0,30.01,10.0,9,9
52.0,47.0,30.15,10.0,64,64
82.0,39.0,29.84,10.0,9,9
41.0,93.0,29.99,10.0,54,54
41.0,82.0,30.13,10.0,9,9
59.0,77.0,30.02,10.0,51,51
48.9,83.0,29.57,10.0,4,4
55.0,67.0,29.58,10.0,9,9
51.1,71.0,30.01,10.0,54,54
42.0,82.0,29.86,4.0,37,37
68.0,68.0,29.97,9.0,51,51
57.0,89.0,30.39,10.0,4,4
104.0,16.0,29.74,10.0,9,9
63.0,63.0,30.16,10.0,9,9
63.0,84.0,28.66,10.0,9,9
51.0,54.0,30.02,10.0,9,9
63.0,38.0,25.43,10.0,56,56
75.2,65.0,30.03,10.0,51,51
72.0,62.0,29.95,10.0,29,29
58.0,93.0,29.16,10.0,5,5
70.0,71.0,29.87,10.0,64,64
71.6,9.0,30.0,40.0,56,56
40.0,70.0,30.2,10.0,56,56
82.0,31.0,30.27,10.0,56,56
77.0,82.0,30.03,10.0,9,9
41.0,87.0,30.2,5.0,54,54
71.0,63.0,29.22,10.0,5,5
79.0,44.0,29.11,10.0,9,9
82.0,38.0,29.53,10.0,9,9
61.0,87.0,29.86,5.0,9,9
82.4,79.0,29.85,10.0,64,64
80.1,74.0,30.21,9.0,4,4
27.0,43.0,29.02,10.0,5,5
41.0,96.0,29.81,0.5,11,11
60.0,83.0,29.16,10.0,5,5
69.0,75.0,29.62,10.0,9,9
89.0,63.0,29.89,10.0,9,9
77.0,48.0,29.85,10.0,9,9
57.0,64.0,29.93,10.0,51,51
72.0,64.0,30.07,10.0,9,9
40.0,86.0,29.88,10.0,5,5
61.0,70.0,30.06,10.0,54,54
43.0,71.0,30.23,10.0,9,9
57.9,20.0,30.1,10.0,4,4
46.0,89.0,30.09,10.0,54,54
44.0,93.0,29.15,6.0,37,37
42.0,85.0,28.91,9.0,37,37
24.3,89.0,30.25,10.0,4,4
84.0,62.0,30.08,10.0,5,5
60.1,80.0,29.81,10.0,4,4
45.0,71.0,30.3,10.0,54,54
60.1,47.0,29.76,10.0,4,4
36.0,79.0,29.1,10.0,5,5
59.0,78.0,29.57,10.0,9,9
54.0,40.0,29.14,10.0,9,9
64.0,67.0,29.86,10.0,84,84
65.0,84.0,30.0,10.0,56,56
66.0,52.0,30.19,10.0,5,5
70.7,86.0,29.99,10.0,64,64
48.0,71.0,30.05,10.0,56,56
61.0,78.0,30.22,10.0,5,5
82.0,79.0,29.16,10.0,9,9
71.0,79.0,28.52,10.0,5,5
70.0,31.0,29.33,10.0,51,51
32.0,69.0,28.79,10.0,5,5
53.1,30.0,30.22,10.0,4,4
43.0,65.0,29.82,10.0,51,51
81.0,74.0,29.93,10.0,5,5
73.0,90.0,29.86,9.0,9,9
64.0,67.0,29.86,10.0,84,84
77.0,43.0,30.04,10.0,9,9
77.0,20.0,28.6,1.0,69,69
86.0,65.0,29.9,10.0,56,56
45.0,100.0,28.91,1.0,37,37
70.0,100.0,29.97,2.0,11,11
77.0,79.0,29.99,10.0,5,5
26.1,71.0,30.44,10.0,64,64
68.0,81.0,30.12,10.0,54,54
62.0,90.0,28.95,10.0,56,56
64.9,84.0,29.89,10.0,54,54
65.0,97.0,29.64,7.0,9,9
76.0,76.0,29.9,10.0,51,51
41.0,53.0,30.02,10.0,64,64
65.0,61.0,29.93,5.0,9,9
61.0,87.0,29.74,8.0,5,5
33.0,70.0,29.09,10.0,51,51
101.0,19.0,29.04,10.0,9,9
82.9,23.0,29.88,10.0,4,4
90.0,28.0,29.93,10.0,9,9
48.0,52.0,29.34,10.0,9,9
81.0,72.0,27.8,10.0,56,56
50.0,89.0,29.73,3.0,5,5
35.1,89.0,30.0,7.0,51,51
78.0,93.0,29.28,9.0,9,9
64.0,80.0,29.97,10.0,9,9
72.0,38.0,29.93,10.0,5,5
7.2,50.0,30.38,10.0,4,4
34.0,44.0,28.58,10.0,9,9
84.0,49.0,29.78,10.0,9,9
57.0,83.0,29.95,4.0,17,17
57.9,78.0,29.98,10.0,51,51
52.0,71.0,28.5,4.0,59,59
36.0,35.0,24.34,10.0,9,9
78.0,74.0,29.91,10.0,37,37
82.0,66.0,29.84,10.0,9,9
69.0,47.0,29.78,10.0,9,9
53.1,77.0,30.27,10.0,54,54
72.0,75.0,28.54,10.0,9,9
57.0,20.0,28.87,10.0,9,9
36.0,36.0,29.8,10.0,56,56
65.0,75.0,29.66,10.0,5,5
70.0,51.0,29.25,10.0,9,9
69.0,87.0,29.94,0.25,51,51
88.0,25.0,29.77,10.0,9,9
52.0,80.0,30.05,10.0,5,5
43.0,71.0,30.09,10.0,9,9
91.0,63.0,30.05,10.0,4,4
94.0,38.0,29.06,10.0,9,9
88.0,25.0,27.35,10.0,9,9
82.0,76.0,29.81,10.0,9,9
82.0,8.0,29.16,10.0,9,9
74.0,43.0,29.41,10.0,9,9
85.0,50.0,29.81,10.0,56,56
34.0,56.0,29.09,10.0,9,9
66.9,93.0,29.93,10.0,54,54
84.9,72.0,29.98,10.0,48,48
75.0,40.0,23.58,10.0,79,79
52.0,69.0,29.99,10.0,5,5
66.0,26.0,30.1,10.0,9,9
60.0,60.0,29.71,9.0,9,9
53.6,35.0,30.29,10.0,4,4
64.0,67.0,29.86,10.0,84,84
60.0,86.0,29.88,2.0,37,37
76.0,58.0,29.85,10.0,9,9
69.0,70.0,29.26,10.0,9,9
86.0,63.0,30.12,10.0,51,51
